,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
899,"Carlsen, Magnus","Svidler, Peter",2775,2738,2008.08.29,,1-0,D87,9
900,"Garcia, Nicolas","Carlsen, Magnus",2039,2862,2021.02.20,team,0-1,A00,5.1
901,"Kramnik, Vladimir","Carlsen, Magnus",2810,2872,2013.03.25,tourn,1/2-1/2,E05,9
902,"Caruana, Fabiano","Carlsen, Magnus",2820,2862,2015.01.16,tourn,0-1,B31,6
903,"Carlsen, Magnus","Erenburg, Sergey",2625,2573,2006.03.16,blitz,1-0,D45,4.3
904,"Ivanchuk, Vassily","Carlsen, Magnus",2765,2823,2011.10.01,tourn,0-1,C11,5
905,"Vachier Lagrave, Maxime","Carlsen, Magnus",2780,2872,2019.12.04,,0-1,B56,1.7
906,"Leko, Peter","Carlsen, Magnus",2752,2801,2009.11.14,tourn,0-1,B90,9
907,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2800,2832,2017.06.24,tourn (rapid),0-1,D11,4
908,"Carlsen, Magnus","Vachier Lagrave, Maxime",2855,2763,2021.09.27,,1-0,B56,3.5
909,"Carlsen, Magnus","Leko, Peter",2690,2749,2007.02.24,tourn,1/2-1/2,D45,6
910,"Carlsen, Magnus","Xiong, Jeffery",2881,2730,2020.06.08,,1/2-1/2,,5.2
911,"Gashimov, Vugar","Carlsen, Magnus",2719,2826,2010.10.23,,1/2-1/2,C95,4
912,"Carlsen, Magnus","Van Foreest, Jorden",2865,2702,2022.01.18,,1/2-1/2,,4
913,"Carlsen, Magnus","Xiong, Jeffery",2881,2730,2020.06.08,,1-0,,6.4
914,"Nakamura, Hikaru","Carlsen, Magnus",2787,2855,2016.06.19,tourn (blitz),1/2-1/2,E11,9.4
915,"Carlsen, Magnus","Dimitriadis, Michael",2857,2027,2016.09.22,,1-0,A16,1
916,"Carlsen, Magnus","Vidit, Santosh Gujrathi",,,2016.12.26,rapid,1-0,B13,12.1
917,"Carlsen, Magnus","Giri, Anish",2881,2731,2020.11.25,schev,1/2-1/2,,3.1
918,"Carlsen, Magnus","Aronian, Levon",2881,2778,2020.06.11,,1-0,,10.1
919,"Ding, Liren","Carlsen, Magnus",2805,2882,2019.08.13,blitz,1-0,D37,4.4
920,"Carlsen, Magnus","Artemiev, Vladislav",2862,2708,2020.12.03,,1/2-1/2,B53,2.38
921,"Yoo, Christopher Woojin","Carlsen, Magnus",2455,2847,2021.04.19,,0-1,B70,1.18
922,"Carlsen, Magnus","Grigore, George Gabriel",2450,2485,2003.12.15,tourn,1/2-1/2,B32,10
923,"Adinolfi, Vincenzo","Carlsen, Magnus",2110,2385,2003.08.23,,0-1,D94,1.11
924,"Nepomniachtchi, Ian","Carlsen, Magnus",2778,2881,2020.11.28,schev,1/2-1/2,,18.1
925,"Carlsen, Magnus","Ivanchuk, Vassily",2863,2678,2020.07.25,,1-0,E11,5.3
926,"Dubov, Daniil","Carlsen, Magnus",2722,2886,2021.04.22,,0-1,,1.11
927,"Miroshnichenko, Evgenij","Carlsen, Magnus",2606,2834,2018.02.24,,0-1,B28,7
928,"Carlsen, Magnus","Van Wely, Loek",2646,2655,2006.05.01,match (blitz),1/2-1/2,B33,4
929,"Dominguez Perez, Leinier","Carlsen, Magnus",2717,2776,2009.03.01,,0-1,B78,9
930,"Carlsen, Magnus","Mamedov, Rauf",2876,2645,2019.11.27,blitz,1/2-1/2,,67.1
931,"Carlsen, Magnus","Nakamura, Hikaru",2832,2786,2018.01.03,k.o. (blitz),1-0,A07,4.4
932,"Nakamura, Hikaru","Carlsen, Magnus",2736,2863,2020.05.30,,1/2-1/2,C88,2.34
933,"Anand, Viswanathan","Carlsen, Magnus",2800,2826,2010.10.21,tourn,1/2-1/2,C95,2
934,"Dubov, Daniil","Carlsen, Magnus",2710,2847,2021.04.03,,0-1,D02,?
935,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,A04,3.29
936,"Carlsen, Magnus","Nakamura, Hikaru",2802,2741,2010.12.11,tourn,1-0,A21,4
937,"Hansen, Victor","Carlsen, Magnus",2142,2214,2002.07.07,,1/2-1/2,D13,2
938,"Carlsen, Magnus","Flores Rios, Mauricio",2834,2529,2018.02.24,,1-0,A00,7
939,"Cheparinov, Ivan","Carlsen, Magnus",2618,2570,2005.12.04,k.o.,0-1,D38,3.3
940,"Meier, Georg","Carlsen, Magnus",2558,2786,2008.11.14,team-schev,1/2-1/2,B01,2.15
941,"Carlsen, Magnus","Nakamura, Hikaru",2822,2792,2017.08.08,tourn,1/2-1/2,D37,6
942,"Carlsen, Magnus","Rapport, Richard",2835,2731,2019.01.20,tourn,1-0,B80,8
943,"Carlsen, Magnus","Giri, Anish",2855,2777,2021.10.01,,1/2-1/2,B52,6.4
944,"Carlsen, Magnus","Martinez Gomez, Elena",2765,,2008.05.24,simul,1-0,C66,?
945,"Bogner, Sebastian","Carlsen, Magnus",2409,2548,2005.04.18,tourn,0-1,C68,6
946,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2754,2892,2021.12.29,blitz,0-1,,9
947,"Carlsen, Magnus","Tang, Andrew",2847,2538,2021.06.23,k.o.,1-0,D58,3.7
948,"Carlsen, Magnus","Bromberger, Stefan",2567,2440,2004.09.28,tourn,0-1,B81,6
949,"Adams, Michael","Carlsen, Magnus",2745,2863,2015.04.20,,1/2-1/2,C76,4
950,"Carlsen, Magnus","Kobalia, Mikhail",2856,2596,2021.12.29,blitz,1-0,B12,10.1
951,"Shirov, Alexei","Carlsen, Magnus",2714,2821,2011.07.26,,0-1,C65,7
952,"Carlsen, Magnus","Tang, Andrew",2862,2538,2021.02.22,,0-1,D37,23
953,"Jones, Gawain C B","Carlsen, Magnus",2518,2693,2007.04.21,swiss,0-1,B45,4
954,"Dubov, Daniil","Carlsen, Magnus",2702,2862,2020.12.29,,1/2-1/2,E04,1.12
955,"Eljanov, Pavel","Carlsen, Magnus",2717,2850,2015.10.13,blitz,0-1,D02,3.1
956,"Carlsen, Magnus","Rapport, Richard",2882,2747,2019.08.13,blitz,1-0,C00,9.2
957,"Gelfand, Boris","Carlsen, Magnus",,,2009.11.07,,1/2-1/2,D80,3
958,"Carlsen, Magnus","Tang, Andrew",2847,2538,2021.06.23,k.o.,0-1,D31,3.11
959,"Carlsen, Magnus","Jobava, Baadur",2851,2703,2017.06.29,tourn (blitz),1-0,E68,6
960,"Guseinov, Gadir","Carlsen, Magnus",2645,2832,2017.10.04,k.o. (blitz),1/2-1/2,B07,1.21
961,"Yu, Yangyi","Carlsen, Magnus",2752,2882,2019.08.11,rapid,1/2-1/2,B08,6.4
962,"Vachier Lagrave, Maxime","Carlsen, Magnus",2780,2872,2019.12.28,rapid,1/2-1/2,B33,11.1
963,"Carlsen, Magnus","Aronian, Levon",2881,2778,2021.04.30,,1/2-1/2,,14.1
964,"Carlsen, Magnus","Polgar, Judit",2848,2705,2012.12.07,swiss,1-0,A33,6
965,"Todorovic, Goran M","Carlsen, Magnus",2480,2625,2006.03.24,swiss (blitz),1-0,B35,2.1
966,"Carlsen, Magnus","Ding, Liren",2881,2836,2020.06.30,,1/2-1/2,,12.1
967,"Arvola Notkevich, Benjamin","Carlsen, Magnus",2471,2855,2021.10.29,,0-1,B14,1.2
968,"Carlsen, Magnus","Glud, Jakob Vang",2237,2109,2002.09.07,team-tourn,0-1,D36,2.7
969,"Carlsen, Magnus","Bosiocic, Marin",2840,2591,2016.12.29,swiss (blitz),1-0,D00,12.1
970,"Caruana, Fabiano","Carlsen, Magnus",2818,2882,2019.08.14,blitz,1-0,C63,14.5
971,"Carlsen, Magnus","Sollid, Stein",2064,,2001.04.08,,0-1,C63,2
972,"Carlsen, Magnus","Aronian, Levon",2552,2645,2004.06.20,,0-1,A45,1.4
973,"Carlsen, Magnus","el debs, felipe de cresce",,,2014.03.??,,1-0,B40,5
974,"Gasimov, Ilgar","Carlsen, Magnus",2746,2815,2011.03.13,,0-1,C11,2
975,"L'Ami, Erwin","Carlsen, Magnus",2516,2581,2005.05.01,tourn (rapid),1-0,E34,6
976,"Bareev, Evgeny","Carlsen, Magnus",,,????.??.??,,0-1,,5.7
977,"Ponomariov, Ruslan","Carlsen, Magnus",2744,2802,2010.11.17,,1/2-1/2,A45,21.1
978,"Ding, Liren","Carlsen, Magnus",2805,2882,2019.08.10,rapid,1-0,D39,1.1
979,"Carlsen, Magnus","Caruana, Fabiano",2835,2770,2012.06.10,swiss,1/2-1/2,,?
980,"Carlsen, Magnus","Ding, Liren",2863,2791,2020.08.12,,1/2-1/2,D02,1.45
981,"Badea, Bela","Carlsen, Magnus",2492,2064,2001.04.14,,1-0,A17,9
982,"Kamsky, Gata","Carlsen, Magnus",2690,2570,2005.12.16,k.o.,1-0,B33,7.2
983,"Carlsen, Magnus","Caoili, Arianne",2064,2140,2001.04.19,,1/2-1/2,B43,6
984,"Karjakin, Sergey","Carlsen, Magnus",2760,2802,2010.11.16,blitz,0-1,C95,9.1
985,"Carlsen, Magnus","Nepomniachtchi, Ian",2881,2778,2020.11.27,schev,1-0,,12.1
986,"Carlsen, Magnus","Grischuk, Alexander",2857,2754,2016.08.23,match (blitz),1-0,B13,4
987,"Iwantschuk, Wassili","Carlsen, Magnus",2747,2840,2016.12.27,rapid,1-0,D30,7.1
988,"Carlsen, Magnus","Dominguez Perez, Leinier",2882,2763,2019.08.10,rapid,1-0,D35,3.1
989,"Carlsen, Magnus","Nakamura, Hikaru",2881,2829,2020.05.03,,1-0,,12.1
990,"Carlsen, Magnus","Aronian, Levon",2835,2825,2012.06.14,swiss,1/2-1/2,,?
991,"Carlsen, Magnus","Kiik, Kalle",2385,2439,2003.09.29,,1-0,B00,2
992,"Nakamura, Hikaru","Carlsen, Magnus",2786,2832,2018.01.03,k.o. (blitz),0-1,A48,4.11
993,"Carlsen, Magnus","Aronian, Levon",2881,2778,2020.06.11,,1/2-1/2,,9.3
994,"Carlsen, Magnus","Artemiev, Vladislav",2886,2783,2021.04.21,,1-0,,1.8
995,"Stellwagen, Daniel","Carlsen, Magnus",2612,2776,2009.01.18,,1/2-1/2,C67,2
996,"Aronian, Levon","Carlsen, Magnus",2802,2861,2013.01.13,tourn,1/2-1/2,E90,2
997,"Iturrizaga Bonelli, Eduardo","Carlsen, Magnus",2607,2847,2021.07.10,,1-0,,6.1
998,"Carlsen, Magnus","Shirov, Alexei",2690,2715,2007.01.29,tourn,1/2-1/2,C90,13
999,"Carlsen, Magnus","Anand, Viswanathan",2826,2800,2010.08.29,,1/2-1/2,C67,6
1000,"Carlsen, Magnus","Pavasovic, Dusko",2840,2548,2017.02.22,,1-0,C55,7
1001,"Dubov, Daniil","Carlsen, Magnus",2710,2847,2021.05.24,,0-1,,9.8
1002,"Wang, Yue","Carlsen, Magnus",2736,2772,2009.09.30,tourn,1/2-1/2,D83,3
1003,"Carlsen, Magnus","Topalov, Veselin",2714,2769,2007.10.20,,1-0,E20,9
1004,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2698,2728,2006.11.08,tourn,1/2-1/2,B46,3
1005,"Aronian, Levon","Carlsen, Magnus",2744,2690,2007.01.18,,1/2-1/2,E15,5
1006,"Carlsen, Magnus","Belov, Vladimir",2872,2598,2019.12.29,blitz,1-0,B13,2.2
1007,"Carlsen, Magnus","Radjabov, Teimour",2881,2758,2021.04.27,,1/2-1/2,,1.1
1008,"Karjakin, Sergey","Carlsen, Magnus",2709,2881,2020.11.23,tourn,1-0,,10.5
1009,"Carlsen, Magnus","Akobian, Varuzhan",2837,2647,2017.12.29,blitz,1-0,D02,5.1
1010,"Carlsen, Magnus","Savchenko, Boris",2802,2632,2010.11.17,,0-1,B37,16.1
1011,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2799,2837,2017.12.30,blitz,0-1,D37,14.1
1012,"Tuan Minh, Tran","Carlsen, Magnus",2548,2834,2018.02.04,,0-1,E46,4
1013,"Carlsen, Magnus","Leko, Peter",2733,2753,2008.02.19,tourn,1/2-1/2,E32,4
1014,"Dominguez Perez, Leinier","Carlsen, Magnus",2708,2775,2008.07.30,tourn,1/2-1/2,B78,9
1015,"Carlsen, Magnus","So, Wesley",2847,2770,2021.06.29,rapid,1-0,,3.2
1016,"Carlsen, Magnus","Ding, Liren",2837,2774,2017.11.12,match (blitz),1-0,C77,5
1017,"McShane, Luke J","Carlsen, Magnus",2706,2835,2012.06.18,swiss,0-1,,?
1018,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2020.11.22,,1-0,D35,5
1019,"Aronian, Levon","Carlsen, Magnus",2778,2881,2021.04.30,,0-1,,15.1
1020,"Golubov, Saveliy","Carlsen, Magnus",2482,2835,2018.12.30,swiss (blitz),0-1,D02,16
1021,"Carlsen, Magnus","Dr Schewe, Joerg",2847,,2015.10.06,,1-0,,1.1
1022,"Carlsen, Magnus","Ivanchuk, Vassily",2690,2750,2007.03.25,rapid,1-0,E15,8
1023,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),1/2-1/2,A14,3.19
1024,"Carlsen, Magnus","Doettling, Fabian",2625,2542,2006.03.25,swiss (blitz),1-0,B12,3.2
1025,"Duda, Jan Krzysztof","Carlsen, Magnus",2729,2847,2021.06.27,,1/2-1/2,D37,8.2
1026,"Karjakin, Sergey","Carlsen, Magnus",2694,2714,2007.10.18,team,0-1,B30,5
1027,"Carlsen, Magnus","Milos, Gilberto",2881,2583,2014.03.07,rapid,1-0,A41,2.2
1028,"Anand, Viswanathan","Carlsen, Magnus",,,2014.??.??,swiss,1/2-1/2,D97,10
1029,"Nielsen, Peter Heine","Carlsen, Magnus",2663,2581,2004.12.27,tourn,1-0,D17,1
1030,"Carlsen, Magnus","Xiong, Jeffery",2863,2709,2020.09.17,rapid,1/2-1/2,C19,8.1
1031,"Carlsen, Magnus","Radjabov, Teimour",2847,2765,2021.05.29,,1/2-1/2,,17.2
1032,"Carlsen, Magnus","Gagunashvili, Merab",2675,2591,2006.09.07,match (blitz),0-1,B48,7
1033,"Carlsen, Magnus","Vachier Lagrave, Maxime",2698,2579,2006.10.28,,1-0,B48,4
1034,"Uuro Miikka, Maki","Carlsen, Magnus",2335,2163,2002.06.30,,1-0,D10,7
1035,"Carlsen, Magnus","Giri, Anish",2881,2731,2020.07.03,,0-1,,18.1
1036,"Gelfand, Boris","Carlsen, Magnus",2741,2813,2010.06.22,tourn,1/2-1/2,D37,8
1037,"Wojtaszek, Radoslaw","Carlsen, Magnus",2705,2862,2021.01.30,,1/2-1/2,,12.1
1038,"Carlsen, Magnus","Anand, Viswanathan",2843,2780,2012.10.12,tourn,1-0,B52,9
1039,"Nisipeanu, Liviu Dieter","Carlsen, Magnus",2659,2815,2011.06.20,tourn,1/2-1/2,C95,9
1040,"Abdusattorov, Nodirbek","Carlsen, Magnus",2593,2842,2021.12.28,rapid,0-1,,10
1041,"Gelfand, Boris","Carlsen, Magnus",2724,2528,2005.07.19,,1/2-1/2,E12,3
1042,"Aronian, Levon","Carlsen, Magnus",2782,2847,2021.07.11,,1-0,,28.1
1043,"Carlsen, Magnus","Tang, Andrew",2862,2538,2021.02.22,,1-0,C10,65
1044,"Carlsen, Magnus","Grischuk, Alexander",2857,2754,2016.08.23,match (blitz),0-1,A30,10
1045,"Carlsen, Magnus","Ponomariov, Ruslan",2775,2718,2008.08.30,,1-0,B90,25
1046,"Carlsen, Magnus","Kramnik, Vladimir",2826,2800,2011.12.06,swiss,1/2-1/2,E20,4
1047,"Ding, Liren","Carlsen, Magnus",2836,2881,2020.06.30,,0-1,,13.1
1048,"Ding, Liren","Carlsen, Magnus",2791,2863,2020.08.11,,1/2-1/2,E62,1.31
1049,"So, Wesley","Carlsen, Magnus",2770,2847,2021.05.31,,0-1,,29.1
1050,"Nepomniachtchi, Ian","Carlsen, Magnus",2773,2865,????.??.??,,1/2-1/2,,3
1051,"Carlsen, Magnus","Van Foreest, Jorden",2864,2714,2022.03.21,,1/2-1/2,D78,10.6
1052,"Liang, Awonder","Carlsen, Magnus",2587,2847,2021.08.30,rapid,0-1,,12.7
1053,"Carlsen, Magnus","Martyr, Reginald",2862,,2014.12.14,simul (rapid),1-0,B48,1
1054,"Andreikin, Dmitry","Carlsen, Magnus",2720,2850,2015.10.13,blitz,0-1,C49,8.1
1055,"Aronian, Levon","Carlsen, Magnus",2792,2855,2016.06.20,tourn (blitz),1/2-1/2,A90,10
1056,"Guseinov, Gadir","Carlsen, Magnus",2645,2832,2017.10.04,k.o. (blitz),0-1,B00,1.3
1057,"Carlsen, Magnus","Ehlers, Nils",2839,,2018.10.08,,1-0,,1.6
1058,"Aronian, Levon","Carlsen, Magnus",2815,2881,2014.06.20,swiss (blitz),1/2-1/2,E15,16
1059,"Carlsen, Magnus","Iturrizaga Bonelli, Eduardo",2847,2607,2021.07.10,,1/2-1/2,,3.1
1060,"Wei, Yi","Carlsen, Magnus",2706,2844,2016.01.18,tourn,1/2-1/2,C89,3
1061,"Carlsen, Magnus","De Firmian, Nick",2315,2536,2003.04.08,,0-1,A30,8
1062,"Carlsen, Magnus","Nakamura, Hikaru",2802,2741,2010.11.17,,0-1,C11,20.1
1063,"Giri, Anish","Carlsen, Magnus",,,2015.04.23,,1/2-1/2,D38,6
1064,"Aronian, Levon","Carlsen, Magnus",2807,2823,2011.09.02,tourn (rapid),1/2-1/2,E15,1
1065,"Carlsen, Magnus","Ostenstad, Berge",2543,2488,2005.05.08,team,1-0,D37,5
1066,"Hansen, Torbjorn Ringdal","Carlsen, Magnus",2319,2646,2006.06.10,team,0-1,C95,4
1067,"Kramnik, Vladimir","Carlsen, Magnus",2788,2775,2008.08.29,tourn (blitz),1-0,E15,6
1068,"Firouzja, Alireza","Carlsen, Magnus",2749,2862,2021.02.27,,1/2-1/2,D20,21
1069,"Timofeev, Artyom","Carlsen, Magnus",2658,2570,2005.10.14,tourn,1/2-1/2,C91,1
1070,"Carlsen, Magnus","Khairullin, Ildar",2214,2329,2002.10.08,,1/2-1/2,B29,9
1071,"Tari, Aryan","Carlsen, Magnus",2531,2881,2021.04.25,,0-1,,6.7
1072,"Dubov, Daniil","Carlsen, Magnus",2710,2847,2021.04.03,,0-1,A41,?
1073,"Carlsen, Magnus","Keymer, Vincent",2865,2664,2022.02.20,,0-1,,6
1074,"Carlsen, Magnus","Ivanchuk, Vassily",2815,2776,2011.06.18,tourn,1-0,D38,7
1075,"Dominguez Perez, Leinier","Carlsen, Magnus",2763,2882,2019.08.14,blitz,1-0,B33,16.4
1076,"Anand, Viswanathan","Carlsen, Magnus",2767,2834,2018.01.23,tourn,1/2-1/2,C95,9
1077,"Carlsen, Magnus","Nepomniachtchi, Ian",2881,2778,2021.03.19,,0-1,,14.1
1078,"Firouzja, Alireza","Carlsen, Magnus",2728,2863,2020.04.15,blitz,1-0,,124.1
1079,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,0-1,D00,20
1080,"Carlsen, Magnus","Johansen, Kai  Roger",2000,2097,2001.??.??,tourn,1-0,B06,7
1081,"Giri, Anish","Carlsen, Magnus",2782,2855,2016.06.12,tourn (blitz),1-0,B41,15
1082,"Carlsen, Magnus","Marin, Mihail",2581,2511,2004.11.18,team,1/2-1/2,C91,1
1083,"Anand, Viswanathan","Carlsen, Magnus",2797,2865,2015.02.06,,0-1,A90,4
1084,"Shirov, Alexei","Carlsen, Magnus",2704,2856,2021.12.26,rapid,0-1,C84,5.1
1085,"Tiviakov, Sergei","Carlsen, Magnus",2662,2810,2010.01.16,,1/2-1/2,C77,1
1086,"Carlsen, Magnus","Kuzubov, Yuriy",2876,2636,2019.10.10,,1-0,D37,1.1
1087,"Al Hadarani, Hatim","Carlsen, Magnus",2356,2552,2004.04.21,swiss,0-1,B31,3
1088,"Carlsen, Magnus","Burmakin, Victor",2570,2508,2005.10.04,,1-0,D15,4
1089,"Leko, Peter","Carlsen, Magnus",2693,2840,2016.12.30,swiss (blitz),1/2-1/2,C54,21
1090,"Carlsen, Magnus","Aronian, Levon",2842,2728,2021.12.28,rapid,0-1,,12
1091,"Carlsen, Magnus","Gunnarsson, Sigurdur Jon",2625,2421,2006.03.15,,1-0,D16,?
1092,"Bruzon Batista, Lazaro","Carlsen, Magnus",2667,2675,2006.07.27,swiss,1/2-1/2,A39,4
1093,"Naroditsky, Daniel","Carlsen, Magnus",2621,2863,2020.08.26,,1/2-1/2,A01,4.1
1094,"Carlsen, Magnus","Nepomniachtchi, Ian",2863,2784,2020.08.04,,1/2-1/2,A41,2.23
1095,"Karjakin, Sergey","Carlsen, Magnus",2773,2867,2019.05.11,blitz,0-1,,14.3
1096,"Artemiev, Victor","Carlsen, Magnus",2708,2862,2020.12.03,,0-1,B06,2.37
1097,"Carlsen, Magnus","Kasimdzhanov, Rustam",2714,2690,2007.11.21,,1/2-1/2,E63,2
1098,"Halldorsson, Halldor","Carlsen, Magnus",2159,2484,2004.03.07,,0-1,B52,1
1099,"Carlsen, Magnus","Caruana, Fabiano",2832,2808,2017.06.24,tourn (rapid),1-0,D02,1
1100,"Nisipeanu, Liviu Dieter","Carlsen, Magnus",2672,2813,2010.06.19,tourn,0-1,B76,5
1101,"Grachev, Boris","Carlsen, Magnus",2654,2802,2010.11.18,,0-1,A48,31
1102,"Carlsen, Magnus","Payen, Arnaud",2163,2356,2002.06.27,,0-1,D15,4
1103,"Carlsen, Magnus","Yu, Yangyi",2882,2752,2019.08.14,blitz,0-1,C42,15.5
1104,"Caruana, Fabiano","Carlsen, Magnus",2820,2847,2021.05.25,,1/2-1/2,,14.3
1105,"Carlsen, Magnus","Anand, Viswanathan",2733,2799,2008.01.25,tourn,0-1,B85,11
1106,"Cardoso Cardoso, Jose Gabriel","Carlsen, Magnus",2414,2847,2021.06.23,k.o.,0-1,D11,1.4
1107,"Halkias, Stelios","Carlsen, Magnus",2546,2127,2002.04.18,,1/2-1/2,A85,9
1108,"Ding, Liren","Carlsen, Magnus",2791,2863,2020.07.26,,1/2-1/2,D78,6.3
1109,"Carlsen, Magnus","Boruchovsky, Avital",2834,2542,2018.03.07,,1-0,E08,9
1110,"Womacka, Mathias","Carlsen, Magnus",2499,2127,2002.01.06,,1-0,B42,3
1111,"Carlsen, Magnus","Wagner, Dennis",2850,2575,2015.10.10,rapid,1-0,A45,2.1
1112,"Tomashevsky, Evgeny","Carlsen, Magnus",2695,2881,2014.06.16,swiss (rapid),1/2-1/2,E12,4
1113,"Radjabov, Teimour","Carlsen, Magnus",2788,2837,2012.07.09,blitz,0-1,A04,12
1114,"Vallejo Pons, Francisco","Carlsen, Magnus",2693,2845,2019.04.21,tourn,0-1,C78,2
1115,"Carlsen, Magnus","Andersson, Ulf",2675,2542,2006.08.23,,1-0,C10,5
1116,"Anand, Viswanathan","Carlsen, Magnus",2772,2861,2013.01.17,tourn,1/2-1/2,C42,5
1117,"Carlsen, Magnus","Volokitin, Andrei",2765,2684,2008.06.18,tourn,1/2-1/2,D56,10
1118,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2021.02.22,,1-0,E92,27
1119,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,1-0,A41,42
1120,"Carlsen, Magnus","Karpov, Anatoly",2714,2670,2007.11.22,,1-0,C42,28
1121,"Shirov, Alexei","Carlsen, Magnus",2722,2814,2011.01.16,tourn,1/2-1/2,C45,2
1122,"Carlsen, Magnus","Maini, Nitish",2839,,2018.10.08,,1-0,,1.7
1123,"Carlsen, Magnus","Kallesoe, Torben",2568,1395,2004.08.06,,1-0,C45,1
1124,"So, Wesley","Carlsen, Magnus",2770,2847,2021.05.30,,1-0,,22.1
1125,Praggnanandhaa R,"Carlsen, Magnus",2612,2865,2022.01.22,,1-0,,7
1126,"Artemiev, Vladislav","Carlsen, Magnus",2783,2886,2021.04.21,,0-1,,1.1
1127,"Shirov, Alexei","Carlsen, Magnus",2745,2770,2009.05.23,,1-0,B33,10
1128,"Carlsen, Magnus","Leko, Peter",2693,2738,2007.06.23,tourn,1/2-1/2,C88,1
1129,"Carlsen, Magnus","Anand, Viswanathan",2848,2775,2012.12.10,swiss,1/2-1/2,C48,9
1130,"Nakamura, Hikaru","Carlsen, Magnus",2787,2853,2016.10.27,match (blitz),0-1,E46,7
1131,"Carlsen, Magnus","Urcan, Olimpiu",,,2017.10.07,,1-0,B08,?
1132,"Nepomniachtchi, Ian","Carlsen, Magnus",2773,2865,????.??.??,,1/2-1/2,,3
1133,"Carlsen, Magnus","Nakamura, Hikaru",2855,2787,2016.06.20,tourn (blitz),1/2-1/2,B14,18
1134,"Carlsen, Magnus","Prevezer, Mark",2850,,2015.10.06,simul,1-0,E10,1.4
1135,"Riazantsev, Alexander","Carlsen, Magnus",2671,2840,2016.12.28,rapid,0-1,D37,13.1
1136,"Carlsen, Magnus","Wesley, George",2870,2760,2019.11.25,,1/2-1/2,A32,9
1137,"Carlsen, Magnus","Vachier Lagrave, Maxime",2881,2860,2020.12.27,,1/2-1/2,,7.1
1138,"Carlsen, Magnus","So, Wesley",2832,2815,2017.11.18,k.o. (blitz),1-0,D35,3.36
1139,"Vachier Lagrave, Maxime","Carlsen, Magnus",2715,2814,2011.01.25,tourn,1/2-1/2,C67,9
1140,"Carlsen, Magnus","Alekseev, Evgeny A",2567,2606,2004.09.16,k.o.,1/2-1/2,B29,1.4
1141,"Onischuk, Alexander","Carlsen, Magnus",2653,2581,2004.10.29,,1-0,E55,14
1142,"Carlsen, Magnus","Cardoso Cardoso, Jose Gabriel",2847,2414,2021.06.23,k.o.,1-0,E60,1.1
1143,"Carlsen, Magnus","Azmaiparashvili, Zurab",2570,2658,2005.11.27,k.o.,1-0,D35,1.1
1144,"Carlsen, Magnus","Wesley, George",2845,2762,2019.05.12,,1/2-1/2,A37,16
1145,"Carlsen, Magnus",Praggnanandhaa R,2851,2685,????.??.??,,0-1,,4
1146,"Carlsen, Magnus","Pichot, Alan",2876,2590,2019.09.25,blitz,1-0,E24,1.4
1147,"Caruana, Fabiano","Carlsen, Magnus",2819,2845,2019.04.23,tourn,1/2-1/2,B33,4
1148,"Carlsen, Magnus","Kramnik, Vladimir",2801,2772,2009.12.08,tourn,1-0,A29,1
1149,"Aronian, Levon","Carlsen, Magnus",2781,2847,2021.03.17,,1/2-1/2,C67,1.23
1150,"Carlsen, Magnus","Haarmark Nielsen, Viktor",2869,,2019.05.22,,1-0,,1.7
1151,"Kurnosov, Igor","Carlsen, Magnus",2663,2837,2012.07.06,tourn (rapid),0-1,C67,5
1152,"Nakamura, Hikaru","Carlsen, Magnus",2787,2853,2016.10.27,match (blitz),0-1,E17,11
1153,"Carlsen, Magnus","Karjakin, Sergey",2842,2773,2018.08.19,tourn,1-0,A17,2
1154,"Carlsen, Magnus","Bjorkedal, Anna Sylvi",2839,,2018.10.08,,1-0,,1.5
1155,"Carlsen, Magnus","Cheparinov, Ivan",2625,2625,2006.01.28,tourn,1/2-1/2,C67,12
1156,"Carlsen, Magnus","Artemiev, Vladislav",2865,2700,2022.02.19,,0-1,,1
1157,"Carlsen, Magnus","Yifan, Xu",2843,2654,2018.04.01,,1-0,C24,?
1158,"Carlsen, Magnus","Le, Quang Liem",2847,2709,2021.08.28,rapid,1-0,,3.7
1159,"Carlsen, Magnus","Aronian, Levon",2847,2782,2021.07.11,,1-0,,25.1
1160,"Carlsen, Magnus","Topalov, Veselin",2853,2816,2015.08.23,tourn,0-1,B51,1
1161,"So, Wesley","Carlsen, Magnus",2772,2847,2021.07.11,,0-1,,13.1
1162,"Tiviakov, Sergei","Carlsen, Magnus",2667,2690,2007.01.13,,1/2-1/2,B22,1
1163,"Carlsen, Magnus","Korobov, Anton",2881,2680,2014.06.20,blitz,1-0,D45,21.1
