,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
937,"Caruana, Fabiano","Grischuk, Alexander",2819,2766,2019.07.29,blitz,0-1,,9.2
938,"Roa Alonso, Santiago","Caruana, Fabiano",2360,2219,2005.03.03,tourn,1/2-1/2,B33,2
939,"Caruana, Fabiano","Kasimdzhanov, Rustam",2774,2699,2013.05.25,tourn,1/2-1/2,C89,4
940,"Caruana, Fabiano","Kveinys, Aloyzas",2640,2533,2008.11.23,team-swiss,1-0,B42,10
941,"Caruana, Fabiano","Shabalov, Alexander",2811,2544,2018.02.07,,1-0,B08,5
942,"Dominguez Perez, Leinier","Caruana, Fabiano",2786,2773,2020.05.27,,0-1,,2.4
943,"Short, Nigel D","Caruana, Fabiano",2683,2782,2013.12.11,tourn (rapid),0-1,A00,2.1
944,"Lenier, Dominguez","Caruana, Fabiano",2760,2819,2019.08.13,,1/2-1/2,C88,3
945,"Krysa, Leandro Sergio","Caruana, Fabiano",2491,2827,2017.01.25,swiss,1/2-1/2,D15,2
946,"Caruana, Fabiano","Movsesian, Sergei",2791,2672,2014.06.20,swiss (blitz),1-0,A07,13
947,"Caruana, Fabiano","Karjakin, Sergey",2773,2778,2012.10.09,tourn,1/2-1/2,C67,7
948,"Adams, Michael","Caruana, Fabiano",2725,2757,2013.02.10,tourn,1/2-1/2,C78,4
949,"Cheparinov, Ivan","Caruana, Fabiano",2667,2662,2009.10.22,team-swiss,0-1,A29,1
950,"Nakamura, Hikaru","Caruana, Fabiano",2736,2800,2021.09.09,,1-0,,?
951,"Bluebaum, Matthias","Caruana, Fabiano",,,2017.04.21,,1/2-1/2,D27,?
952,"Caruana, Fabiano","Genocchio, Daniele",2594,2433,2007.12.04,tourn,1-0,B03,11
953,"Caruana, Fabiano","Saric, Ivan",2800,2644,2021.10.29,,1/2-1/2,,3
954,"Rapport, Richard","Caruana, Fabiano",2763,2820,2021.06.22,blitz,1-0,,21.1
955,"Kramnik, Vladimir","Caruana, Fabiano",2753,2820,2021.06.22,blitz,1-0,,26.3
956,"Caruana, Fabiano","Fedoseev, Vladimir",2812,2664,2019.10.15,swiss,1-0,B31,6.1
957,"Efimenko, Zahar","Caruana, Fabiano",2703,2712,2011.10.11,tourn,1/2-1/2,C83,7
958,"Karjakin, Sergey","Caruana, Fabiano",2760,2709,2010.11.17,tourn (blitz),1-0,A11,27
959,"Kahn, Richard A","Caruana, Fabiano",1400,1575,2000.11.20,swiss,1/2-1/2,A05,6
960,"Caruana, Fabiano","Vachier Lagrave, Maxime",2791,2766,2021.11.29,,0-1,E60,1.12
961,"Caruana, Fabiano","Nepomniachtchi, Ian",2781,2773,2022.03.05,rapid,1/2-1/2,C48,4
962,"Caruana, Fabiano","Carlsen, Magnus",2832,2835,2018.11.12,,1/2-1/2,B31,3
963,"Caruana, Fabiano","Ljubojevic, Ljubomir",2670,2553,2009.08.31,schev,1/2-1/2,C11,10
964,"Carlsen, Magnus","Caruana, Fabiano",2834,2811,2018.01.13,tourn,1/2-1/2,C42,1
965,"Fodor, I2.","Caruana, Fabiano",2150,2255,2005.04.05,,1/2-1/2,D85,4
966,"Movsesian, Sergei","Caruana, Fabiano",2629,2828,2019.01.08,team-swiss (rapid),1/2-1/2,C77,1
967,"Caruana, Fabiano","Anton Guijarro, David",2792,2693,2021.12.27,rapid,1-0,B13,9.6
968,"Vera Gonzalez Quevedo, Reynaldo","Caruana, Fabiano",2510,2444,2006.07.10,,1-0,E39,3
969,"Caruana, Fabiano","Istratescu, Andrei",2675,2607,2010.06.27,team-tourn,1-0,D27,5.2
970,"Babazada, Khazar","Caruana, Fabiano",2431,2781,2022.03.08,,0-1,C69,4
971,"Gashimov, Vugar","Caruana, Fabiano",2758,2652,2009.12.02,,1-0,C80,4.4
972,"Alekseev, Evgeny","Caruana, Fabiano",2715,2652,2009.11.29,,1/2-1/2,,36
973,"Radjabov, Teimour","Caruana, Fabiano",2784,2770,2012.06.16,swiss,1/2-1/2,,?
974,"Caruana, Fabiano","So, W.",2791,2772,2021.12.09,,0-1,C65,2.27
975,"Caruana, Fabiano","Anand, Viswanathan",2823,2779,2016.12.09,tourn,1/2-1/2,A21,1.2
976,"Caruana, Fabiano","Aronian, Levon",2823,2785,2016.12.12,,1/2-1/2,C77,4
977,"Li, Shilong","Caruana, Fabiano",2502,2598,2008.01.23,,1-0,D19,10
978,"Harikrishna, Pentala","Caruana, Fabiano",2726,2828,2019.02.23,match (blitz),0-1,A22,1.1
979,"Caruana, Fabiano","So, W.",2800,2778,2021.09.10,,0-1,,?
980,"Caruana, Fabiano","Farago, Sandor",2255,2262,2005.06.15,,1-0,B03,12
981,"Caruana, Fabiano","Aronian, Levon",2832,2765,2018.12.15,k.o.,1/2-1/2,C65,2.1
982,"T Solomon, Kenneth","Caruana, Fabiano",2398,2807,2017.09.04,k.o.,0-1,C70,1.2
983,"Caruana, Fabiano","Salinas Herrera, Pablo",2781,2517,2022.03.08,,1-0,C79,7
984,"Nyzhnyk, Illya","Caruana, Fabiano",2662,2822,2020.01.20,,1/2-1/2,A28,3
985,"Nakamura, Hikaru","Caruana, Fabiano",2802,2805,2015.06.18,,1-0,A35,3.1
986,"Vachier Lagrave, Maxime","Caruana, Fabiano",2766,2791,2021.11.29,,0-1,E06,1.32
987,"Aronian, Levon","Caruana, Fabiano",2792,2804,2016.06.10,tourn (rapid),1-0,A09,7
988,"Caruana, Fabiano","Giri, Anish",2820,2780,2021.06.09,,1/2-1/2,,5.4
989,"Kramnik, Vladimir","Caruana, Fabiano",2783,2791,2014.06.08,tourn,1-0,E60,5
990,"Caruana, Fabiano","Aronian, Levon",2822,2767,2018.07.24,,1/2-1/2,C28,1.13
991,"Caruana, Fabiano","Bacrot, Etienne",2791,2720,2014.06.19,swiss (blitz),1-0,A07,11
992,"Pina, Jose Manuel","Caruana, Fabiano",,2026,2002.05.25,swiss,0-1,A48,2
993,"Caruana, Fabiano","Vachier Lagrave, Maxime",2806,2751,2021.08.23,,1/2-1/2,B90,6.1
994,"Shimanov, Aleksandr","Caruana, Fabiano",2234,2196,2004.11.12,swiss,0-1,D95,10
995,"Caruana, Fabiano","Vachier Lagrave, Maxime",2823,2784,2021.01.23,,1-0,B97,7
996,"Caruana, Fabiano",Sankalp Gupta,2835,2429,2020.07.07,,1-0,A46,5
997,"Aronian, Levon","Caruana, Fabiano",2767,2822,2018.07.24,,1-0,B24,1.14
998,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2772,2822,2019.11.10,blitz,1-0,E32,15.5
999,"Caruana, Fabiano","Schacher, Gerd",2373,2258,2005.10.30,swiss,1/2-1/2,B51,9
1000,"Caruana, Fabiano","Valsecchi, Alessio",2640,2342,2008.12.08,tourn,0-1,B01,6
1001,"Vachier Lagrave, Maxime","Caruana, Fabiano",2860,2773,2020.04.29,,1/2-1/2,,12.2
1002,"Paschall, William","Caruana, Fabiano",2368,2409,2006.02.10,,1/2-1/2,E11,7
1003,"Dittmar, Peter","Caruana, Fabiano",2322,2373,2005.10.25,swiss,1/2-1/2,A15,4
1004,"Nakamura, Hikaru","Caruana, Fabiano",2764,2844,2014.10.04,tourn,1/2-1/2,D31,3
1005,"Dgebuadze, Alexandre","Caruana, Fabiano",2544,2640,2008.10.05,team-tourn,1/2-1/2,C01,2.5
1006,"Zherebukh, Yaroslav","Caruana, Fabiano",2605,2817,2017.04.05,tourn,1-0,C95,7
1007,"Caruana, Fabiano","Kramnik, Vladimir",2770,2801,2012.06.17,swiss,1-0,,?
1008,"Caruana, Fabiano","Kulikov, Alexander",2421,2038,2006.05.20,,1-0,B00,11
1009,"Giri, Anish","Caruana, Fabiano",2776,2822,2019.11.06,rapid,1/2-1/2,A40,2.4
1010,"Caruana, Fabiano","Rapport, Richard",2806,2763,2021.08.16,blitz,1/2-1/2,,27.2
1011,"Lintchevski, Daniil","Caruana, Fabiano",2414,2421,2006.05.12,tourn,1/2-1/2,B40,4
1012,"Caruana, Fabiano","Kamsky, Gata",2795,2678,2016.04.24,tourn,1/2-1/2,B31,10
1013,"Koneru, Humpy","Caruana, Fabiano",2612,2649,2009.06.16,tourn,0-1,D12,4
1014,"Nakamura, Hikaru","Caruana, Fabiano",2786,2802,2017.11.02,k.o. (blitz),0-1,D04,2.24
1015,"Caruana, Fabiano","Carlsen, Magnus",2773,2881,2020.06.27,,0-1,,3.5
1016,"Farago, Sandor","Caruana, Fabiano",2262,2255,2005.04.03,tourn,1-0,D90,2
1017,"Caruana, Fabiano","Salem, A.R. Saleh",2791,2581,2014.06.19,swiss (blitz),1-0,D02,1
1018,"Caruana, Fabiano","Brustkern, Juergen",2255,2258,2005.06.06,tourn,1/2-1/2,B22,3
1019,"Kempinski, Robert","Caruana, Fabiano",2606,2770,2012.07.02,team-swiss,1-0,E16,4.1
1020,"Caruana, Fabiano","Anand, Viswanathan",2804,2770,2016.06.17,tourn (rapid),1/2-1/2,A09,3
1021,"Navara, David","Caruana, Fabiano",2703,2779,2013.10.25,team-swiss,1-0,C84,6.1
1022,"Caruana, Fabiano","Aronian, Levon",2822,2767,2018.07.24,,1/2-1/2,D02,1.7
1023,"Caruana, Fabiano","Vachier Lagrave, Maxime",2820,2757,2015.01.25,,0-1,B90,13
1024,"Popov, Ivan","Caruana, Fabiano",2605,2767,2012.03.22,swiss,1/2-1/2,B33,3
1025,"Le Roux, Jean Pierre","Caruana, Fabiano",2482,2620,2008.05.26,,0-1,D43,2.1
1026,"Caruana, Fabiano","Aronian, Levon",2822,2767,2018.07.24,,1/2-1/2,C28,1.21
1027,"Caruana, Fabiano","Carlsen, Magnus",2811,2865,2015.02.08,swiss,1/2-1/2,C67,6
1028,"Nakamura, Hikaru","Caruana, Fabiano",2775,2774,2013.05.27,tourn,1/2-1/2,D80,5
1029,"Caruana, Fabiano","Chetverik, Maxim",2255,2305,2005.05.14,,1-0,B03,8
1030,"Gritsak, Orest","Caruana, Fabiano",,,????.??.??,,1/2-1/2,,5
1031,"Caruana, Fabiano","Shirov, Alexei",2680,2737,2010.04.30,,1-0,E01,3
1032,"Sapunov, Evgeny","Caruana, Fabiano",2461,2781,2022.03.29,,0-1,E94,10
1033,"Abdusattorov, Nodirbek","Caruana, Fabiano",2651,2781,2022.03.05,rapid,0-1,C72,3
1034,"Ivanchuk, Vassily","Caruana, Fabiano",2786,2640,2008.10.28,tourn (rapid),1/2-1/2,C03,7
1035,"Grischuk, Alexander","Caruana, Fabiano",2766,2816,2018.06.12,blitz,1-0,C42,3
1036,"Caruana, Fabiano","Rapport, Richard",2675,2509,2010.06.05,team-tourn,1/2-1/2,B19,8
1037,"Caruana, Fabiano","Cheparinov, Ivan",2770,2621,2021.12.27,rapid,1/2-1/2,,8
1038,"Shankland, Sam","Caruana, Fabiano",2709,2806,2021.08.12,blitz,1-0,,4.2
1039,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2765,2819,2019.07.31,blitz,0-1,,16.4
1040,"Caruana, Fabiano","Anand, Viswanathan",2811,2797,2015.02.13,blitz,1/2-1/2,C26,3.1
1041,"Caruana, Fabiano","Short, Nigel D",2709,2680,2010.12.30,tourn,1-0,C09,3
1042,"Ortega, Lexy","Caruana, Fabiano",2480,2709,2010.11.27,tourn,1/2-1/2,A30,5
1043,"Caruana, Fabiano","Paravyan, David",2781,2617,2022.03.06,rapid,1/2-1/2,A16,2.1
1044,"Caruana, Fabiano","Gajewski, Grzegorz",2783,2631,2014.05.03,team-swiss,1/2-1/2,B42,6.1
1045,"Liang, Awonder","Caruana, Fabiano",2572,2811,2018.02.07,,1-0,C96,5
1046,"Caruana, Fabiano","Aronian, Levon",2818,2765,2019.08.12,rapid,0-1,C88,7.1
1047,"Dieter Nisipeanu, Liviu","Caruana, Fabiano",2654,2805,2015.07.05,,0-1,C52,7
1048,"Caruana, Fabiano","Carlsen, Magnus",2808,2853,2017.08.02,,1/2-1/2,C78,1
1049,"Caruana, Fabiano","Karjakin, Sergey",2822,2754,2019.11.07,rapid,1-0,A28,4.5
1050,"Caruana, Fabiano","Stevic, Hrvoje",2620,2571,2008.04.27,swiss,1-0,C95,7
1051,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2835,2764,2020.09.20,,1/2-1/2,B40,7.1
1052,"Caruana, Fabiano","Abdrlauf, Elham",2781,2353,2022.03.29,,0-1,D02,9
1053,"Karjakin, Sergey","Caruana, Fabiano",2782,2816,2018.06.24,tourn (rapid),1/2-1/2,B41,14
1054,"Caruana, Fabiano","Hansen, Eric",2828,2615,2019.01.22,team-swiss (rapid),1-0,C97,3
1055,"Caruana, Fabiano","Nakamura, Hikaru",2795,2787,2016.04.28,tourn (blitz),1-0,C54,4
1056,"Caruana, Fabiano","Bluebaum, Matthias",2781,2642,2022.03.12,rapid,1/2-1/2,B10,7
1057,"Caruana, Fabiano","Vokac, Marek",2523,2482,2007.05.15,team-tourn,1/2-1/2,C16,8
1058,"Caruana, Fabiano","Giri, Anish",2805,2773,2015.06.25,tourn,1/2-1/2,C83,9
1059,"Kosic, Dragan","Caruana, Fabiano",2504,2492,2007.03.14,tourn,1/2-1/2,C00,11
1060,"Caruana, Fabiano","Vachier Lagrave, Maxime",2822,2779,2018.08.14,tourn (rapid),0-1,A48,6
1061,"Agrest, Evgenij","Caruana, Fabiano",2561,2523,2007.06.21,swiss,1-0,E10,7
1062,"Caruana, Fabiano","Grischuk, Alexander",2799,2782,2017.11.12,match (blitz),1/2-1/2,B08,11.2
1063,"Caruana, Fabiano","Karjakin, Sergey",2781,2780,2013.01.18,tourn,1/2-1/2,C67,6
1064,"Pappaceno, Michael","Caruana, Fabiano",1918,1575,2000.11.13,swiss,1-0,D96,5
1065,"Caruana, Fabiano","Muradli, Mahammad",2792,2528,2022.03.01,,1-0,A05,6
1066,"Robson, Ray","Caruana, Fabiano",2668,2817,2017.04.09,tourn,0-1,C11,11
1067,"Safarli, Eltaj","Caruana, Fabiano",2664,2804,2016.06.01,tourn,1/2-1/2,E12,6
1068,"Nakamura, Hikaru","Caruana, Fabiano",2786,2802,2017.11.02,k.o. (blitz),1-0,A01,2.2
1069,"Zawadzka, Jolanta","Caruana, Fabiano",2386,2716,2011.03.24,swiss,0-1,B42,3
1070,"Caruana, Fabiano","Wesley, George",2795,2773,2016.04.28,,0-1,A07,8
1071,"Firouzja, Alireza","Caruana, Fabiano",2759,2820,2021.06.21,blitz,0-1,,18.4
1072,"Laznicka, Viktor","Caruana, Fabiano",2701,2712,2011.10.05,tourn,1/2-1/2,D76,2
1073,"Caruana, Fabiano","Naroditsky, Daniel",2800,2623,2021.10.11,,0-1,C72,5.1
1074,"Cheparinov, Ivan","Caruana, Fabiano",2664,2767,2012.03.11,swiss,0-1,D85,7
1075,"Caruana, Fabiano","Harikrishna, Pentala",2828,2726,2019.02.20,match (rapid),1-0,B47,4.1
1076,"Caruana, Fabiano","Dominguez Perez, Leinier",2652,2719,2009.11.24,k.o.,1/2-1/2,D87,2.1
1077,"Babazada, Khazar","Caruana, Fabiano",2427,2792,2022.03.01,,0-1,C72,7
1078,"Topalov, Veselin","Caruana, Fabiano",2760,2823,2016.11.10,tourn,1-0,D24,1
1079,"Caruana, Fabiano","Yifan, Xu",2804,2663,2016.05.28,tourn,1-0,C80,3
1080,"Aronian, Levon","Caruana, Fabiano",2752,2819,2019.06.13,,0-1,,15.2
1081,"Caruana, Fabiano","So, Wesley",2835,2770,2020.06.11,,1/2-1/2,C67,2.3
1082,"Mamedov, Rauf","Caruana, Fabiano",2656,2792,2021.12.19,rapid,0-1,B40,2.1
1083,"Brunello, Sabino","Caruana, Fabiano",2475,2549,2007.09.05,swiss,0-1,B70,6
1084,"Aleksandrov, Aleksej","Caruana, Fabiano",2601,2680,2010.03.08,swiss,1/2-1/2,D12,3
1085,"Carlsen, Magnus","Caruana, Fabiano",2863,2835,2020.06.27,,1-0,E10,1.22
1086,"Smeets, Jan","Caruana, Fabiano",2642,2662,2009.10.23,team-swiss,0-1,C10,2
1087,"Caruana, Fabiano","Santos Ruiz, Miguel",2781,2597,2022.04.12,,1-0,C67,5
1088,"Caruana, Fabiano","Ubilava, Elizbar",2662,2534,2009.09.18,team-tourn,1-0,B54,3
1089,"Sadhwani, Raunak","Caruana, Fabiano",2616,2792,2022.02.12,rapid,1/2-1/2,E60,5
1090,"Caruana, Fabiano","Mendoza, Alvaro",2026,,2002.05.26,swiss,1-0,C54,3
1091,"Caruana, Fabiano","Aronian, Levon",2801,2805,2014.08.30,tourn,1-0,C77,4
1092,"Caruana, Fabiano","Swiercz, David",2800,2647,2021.10.16,,1-0,A29,9.3
1093,"Caruana, Fabiano","So, Wesley",2773,2741,2020.06.12,,1-0,,11.6
1094,"Grischuk, Arina","Caruana, Fabiano",2782,2799,2017.11.10,tourn,1/2-1/2,D20,2
1095,"Dominguez Perez, Leinier","Caruana, Fabiano",2756,2781,2022.04.25,k.o.,1/2-1/2,C50,3.2
1096,"Caruana, Fabiano","Wei, Yi",2787,2706,2016.01.27,tourn,1-0,C83,10
1097,"Kramnik, Vladimir","Caruana, Fabiano",2787,2811,2018.01.27,tourn,1-0,B13,12
1098,"Vachier Lagrave, Maxime","Caruana, Fabiano",2788,2795,2016.05.10,match (blitz),1-0,C92,24
1099,"Caruana, Fabiano","Sevian, Samuel",2812,2654,2019.10.11,,1-0,A20,2.2
1100,"Mortazavi, Ali","Caruana, Fabiano",2353,2839,2014.12.06,swiss (rapid),0-1,A11,3
1101,"Karjakin, Sergey","Caruana, Fabiano",2773,2822,2018.08.15,tourn (rapid),0-1,D12,17
1102,"Aronian, Levon","Caruana, Fabiano",2765,2832,2018.12.17,k.o.,0-1,A45,2.7
1103,"Adhiban, Baskaran","Caruana, Fabiano",2659,2828,2020.10.01,tourn (blitz),1/2-1/2,A25,6
1104,"Erdos, Viktor","Caruana, Fabiano",2528,2444,2006.09.07,team-tourn,1-0,A40,1.3
1105,"Praggnanandhaa, Rameshbabu","Caruana, Fabiano",2612,2792,2022.01.28,,0-1,D45,11.5
1106,"Caruana, Fabiano","Sevian, Samuel",2800,2654,2021.11.03,,1/2-1/2,,7
1107,"Caruana, Fabiano","Fernandez Romero, Ernesto",2721,2453,2011.01.28,swiss,1-0,B12,4
1108,"Simacek, Pavel","Caruana, Fabiano",2500,2444,2006.09.09,team-tourn,1-0,E01,3.4
1109,"Ermakov, E1.","Caruana, Fabiano",2513,2835,2020.06.16,swiss (blitz),1/2-1/2,A45,2
1110,"Caruana, Fabiano","Vallejo Pons, Francisco",2709,2698,2011.01.03,tourn,1/2-1/2,D48,6
1111,"Caruana, Fabiano","Neubauer, Martin",2523,2474,2007.05.09,team-tourn,1-0,C14,2
1112,"Ding, Liren","Caruana, Fabiano",2231,2196,2004.11.13,swiss,1-0,D78,11
1113,"Aronian, Levon","Caruana, Fabiano",2767,2822,2018.07.24,,1-0,B40,1.10
1114,"Hracek, Zbynek","Caruana, Fabiano",2615,2680,2010.03.15,swiss,1/2-1/2,B33,9
1115,"Nakamura, Hikaru","Caruana, Fabiano",2736,2806,2021.08.13,blitz,1-0,,9.1
1116,"Greet, Andrew N","Caruana, Fabiano",2455,2808,2016.09.03,swiss,0-1,C47,2.5
1117,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2804,2811,2018.02.03,,1/2-1/2,E39,4
1118,"Giri, Anish","Caruana, Fabiano",2771,2823,2016.12.18,,1/2-1/2,D27,9
1119,"Caruana, Fabiano","Dominguez Perez, Leinier",2774,2723,2013.06.01,tourn,0-1,B90,9
1120,"Carlsen, Magnus","Caruana, Fabiano",2842,2822,2018.08.25,tourn,1/2-1/2,C42,7
1121,"Nepomniachtchi, Ian","Caruana, Fabiano",2720,2805,2015.06.27,,1/2-1/2,A07,1
1122,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2753,2774,2013.06.12,,1-0,A57,4
1123,"Kramnik, Vladimir","Caruana, Fabiano",2783,2805,2015.07.03,,0-1,D78,5
1124,"Grischuk, Alexander","Caruana, Fabiano",2767,2784,2018.03.27,tourn,0-1,C43,14
1125,"Radjabov, Teimour","Caruana, Fabiano",2726,2844,2014.10.07,tourn,1/2-1/2,D56,5
1126,"Fier, Alexandr","Caruana, Fabiano",,,2011.01.??,,1/2-1/2,D87,7
1127,"Caruana, Fabiano","Fressinet, Laurent",2804,2687,2016.06.12,,1-0,A01,18.4
1128,"Caruana, Fabiano","Xiong, Jeffery",2806,2710,2021.08.14,blitz,0-1,,13.4
1129,"Caruana, Fabiano","Klenburg, Michael",2646,2426,2009.03.06,swiss,1-0,C99,1
1130,"Caruana, Fabiano","Hou, Yifan",2802,2652,2017.08.24,k.o. (blitz),1-0,A13,1.5
1131,"Milovanovic, Dragan","Caruana, Fabiano",,2032,2002.02.16,,1/2-1/2,D04,1
1132,"Caruana, Fabiano","Rombaldoni, Denis",2523,2368,2007.04.09,tourn,0-1,B19,3
1133,"Caruana, Fabiano","Tomashevsky, Evgeny",2770,2738,2012.06.12,swiss,1-0,,?
1134,"Savchenko, Boris","Caruana, Fabiano",2569,2620,2008.04.26,swiss,0-1,A06,6
1135,"Caruana, Fabiano","Erdos, Viktor",2783,2651,2014.05.02,team-swiss,1-0,C84,5.1
1136,"Caruana, Fabiano","Muratet Casadevall, Albert",2373,2175,2005.12.06,,1-0,B52,4
1137,"Caruana, Fabiano","Spraggett, Kevin",2421,2578,2006.06.14,tourn,1/2-1/2,B30,8.1
1138,"Cortes Jurado, Rafael","Caruana, Fabiano",2091,2219,2005.03.17,tourn,0-1,B33,10
1139,"Caruana, Fabiano","Sigfusson, Sigurdur",2767,2346,2011.03.07,,1-0,C84,2.1
1140,"Aronian, Levon","Caruana, Fabiano",2799,2807,2017.08.17,tourn (blitz),0-1,A20,8
1141,"Caruana, Fabiano","Alekseev, Evgeny A",2652,2715,2009.11.29,k.o.,1-0,A62,3.5
1142,"Nakamura, Hikaru","Caruana, Fabiano",2749,2828,2019.02.20,team-swiss (rapid),1/2-1/2,C42,7
1143,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2842,2764,2020.03.10,,1/2-1/2,C60,2
1144,"Aronian, Levon","Caruana, Fabiano",2785,2781,2022.04.17,rapid,1-0,C24,2.2
1145,"Mamedov, Rauf","Caruana, Fabiano",2655,2804,2016.05.29,tourn,0-1,C54,4
1146,"Kramnik, Vladimir","Caruana, Fabiano",2769,2829,2014.12.13,tourn,1/2-1/2,D80,4
1147,"Nakamura, Hikaru","Caruana, Fabiano",2784,2774,2013.06.12,tourn (blitz),1-0,D01,8
1148,"Caruana, Fabiano","Vachier Lagrave, Maxime",2670,2703,2009.07.20,,1/2-1/2,D89,2
1149,"Caruana, Fabiano","Svidler, Peter",2844,2732,2014.10.08,tourn,1-0,D70,6
1150,"Vachier Lagrave, Maxime","Caruana, Fabiano",2788,2795,2016.05.10,match (blitz),1-0,C76,4
1151,"Caruana, Fabiano","Tomashevsky, Evgeny",2770,2738,2012.06.07,tourn (blitz),0-1,C88,5
1152,"Topalov, Veselin","Caruana, Fabiano",2780,2794,2016.03.24,tourn,1/2-1/2,A33,11
1153,"Caruana, Fabiano","Aronian, Levon",2822,2772,2019.11.10,blitz,1/2-1/2,C65,18.3
1154,"Caruana, Fabiano","Kwartler, Lonnie S",2040,2253,2002.09.02,,0-1,B11,5
1155,"Caruana, Fabiano","Anand, Viswanathan",2757,2780,2013.02.22,tourn (blitz),1-0,C67,4
1156,"Caruana, Fabiano","Ahmadzada, Ahmad",2781,2480,2022.04.12,,1-0,B01,6
1157,"Caruana, Fabiano","Karjakin, Sergey",2818,2750,2019.08.28,,1/2-1/2,A29,11.3
1158,"Nakamura, Hikaru","Caruana, Fabiano",2792,2807,2017.08.15,tourn (rapid),1/2-1/2,A06,4
1159,"Giri, Anish","Caruana, Fabiano",2784,2820,2015.01.12,tourn,1/2-1/2,D37,3
1160,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2820,2770,2021.06.12,,0-1,,7.1
1161,"Caruana, Fabiano","Topalov, Veselin",2786,2769,2012.11.11,tourn,1/2-1/2,B51,4
1162,"Caruana, Fabiano","Navara, David",2782,2705,2013.11.09,team-swiss,1/2-1/2,C65,2.6
1163,"Rustemov, Alexander","Caruana, Fabiano",2525,2792,2022.02.08,,0-1,E11,7
1164,"Caruana, Fabiano","Fridman, Daniel",2757,2667,2013.02.11,tourn,1/2-1/2,C42,5
1165,"So, Wesley","Caruana, Fabiano",2741,2773,2020.06.12,,0-1,,11.5
1166,"Nakamura, Hikaru","Caruana, Fabiano",2750,2781,2022.04.12,,1-0,D38,8
1167,"Mogranzini, Roberto","Caruana, Fabiano",2421,2523,2007.05.20,swiss,1/2-1/2,B43,2
1168,"Caruana, Fabiano","Vachier Lagrave, Maxime",2791,2766,2021.11.29,,1-0,A49,1.39
1169,"Caruana, Fabiano","Dominguez Perez, Leinier",2807,2739,2017.08.17,tourn (blitz),0-1,A14,4
1170,"Karjakin, Sergey","Caruana, Fabiano",2769,2808,2016.09.10,swiss,1/2-1/2,A33,8
1171,"So, Wesley","Caruana, Fabiano",2822,2817,2017.03.25,,1/2-1/2,D12,4.9
1172,"Godena, Michele","Caruana, Fabiano",2522,2474,2006.11.24,tourn,1-0,B22,3
1173,"Caruana, Fabiano","Koneru, Humpy",2598,2612,2008.04.11,tourn,0-1,C42,7
1174,"Aronian, Levon","Caruana, Fabiano",2767,2765,2021.11.08,blitz,0-1,,17.2
1175,"Thavandiran, Shiyam","Caruana, Fabiano",,2102,2002.11.17,,0-1,C60,3.2
1176,"Svidler, Peter","Caruana, Fabiano",2723,2828,2020.10.01,blitz,1/2-1/2,A20,5.3
1177,"Gareyev, Timur","Caruana, Fabiano",2578,2770,2021.12.26,rapid,1/2-1/2,,5
1178,"Caruana, Fabiano","Anand, Viswanathan",2792,2751,2021.12.21,rapid,1/2-1/2,C67,6.2
1179,"Caruana, Fabiano","Kovacs, Gabor",2134,2382,2003.02.07,tourn,0-1,B22,7
1180,"Caruana, Fabiano","Grischuk, Alexander",2799,2782,2017.11.10,match (rapid),1/2-1/2,C65,1.2
1181,"Duda, Jan Krzysztof","Caruana, Fabiano",2743,2823,2020.11.15,schev,0-1,C11,1.13
1182,"Karnaukhova, Elmira","Caruana, Fabiano",2282,2255,2005.05.12,,1-0,A45,6
1183,"Eljanov, Pavel","Caruana, Fabiano",2765,2804,2016.05.27,tourn,0-1,D80,2
1184,"Caruana, Fabiano","Hou, Yifan",2802,2652,2017.08.24,k.o. (blitz),1/2-1/2,A47,1.19
1185,"Kasparov, Garry","Caruana, Fabiano",2812,2807,2017.08.17,tourn (blitz),0-1,C11,3
1186,"Caruana, Fabiano","Postny, Evgeny",2828,2623,2019.02.27,team-swiss (rapid),1/2-1/2,C77,8
1187,"Cheparinov, Ivan","Caruana, Fabiano",2682,2791,2014.06.20,swiss (blitz),1-0,E60,18
1188,"Le, Quang Liem","Caruana, Fabiano",2709,2835,2020.09.25,,1-0,C65,2.8
1189,"Topalov, Veselin","Caruana, Fabiano",2761,2804,2016.06.12,tourn (blitz),0-1,A13,17
1190,"Caruana, Fabiano","Charbonneau, Pascal",2828,2505,2019.02.12,team-swiss (rapid),1-0,B43,6
1191,"Caruana, Fabiano","Rapport, Richard",2818,2747,2019.08.13,blitz,0-1,B06,1.5
1192,"Caruana, Fabiano","Akobian, Varuzhan",2795,2615,2016.04.14,tourn,1-0,B01,1
1193,"Caruana, Fabiano","Eljanov, Pavel",2808,2739,2016.??.??,,1-0,B31,6
1194,"Anand, Viswanathan","Caruana, Fabiano",2751,2792,2021.12.21,rapid,0-1,C93,6.1
1195,"Topalov, Veselin","Caruana, Fabiano",2793,2774,2013.06.02,tourn,0-1,C77,10
1196,"T Solomon, Kenneth","Caruana, Fabiano",2378,2801,2014.08.03,,0-1,A41,2.18
